Tên hãng xe,Năm sản xuất,Tỉnh,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
chevrolet,2018,TP HCM,96.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,275.0
chevrolet,2016,TP HCM,90.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Bạc,5,4,4WD,Dầu,2.8,419.0
chevrolet,2016,TP HCM,88.888,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,1.8,279.0
chevrolet,2009,Đồng Nai,150.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Kem,5,5,FWD,Xăng,0.8,145.0
chevrolet,2013,Hà Nội,200.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,196.0
chevrolet,2014,Hải Phòng,9.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.0,178.0
chevrolet,2013,Phú Thọ,11.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Bạc,2,5,FWD,Xăng,0.8,79.0
chevrolet,2008,An Giang,30.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Nhiều màu,2,5,FWD,Xăng,0.8,60.0
chevrolet,2015,Hưng Yên,100.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.4,360.0
chevrolet,2009,Bình Dương,161.0,Lắp ráp trong nước,Hatchback,Số tay,Bạc,Đen,5,5,FWD,Xăng,0.8,72.0
chevrolet,2008,Hà Nội,150.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,2.4,162.0
chevrolet,2009,Hà Nội,117.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7,5,FWD,Xăng,2.4,195.0
chevrolet,2019,Quảng Bình,60.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Nâu,5,4,4WD,Dầu,2.5,550.0
chevrolet,2011,Đà Nẵng,2.26,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Bạc,2,5,FWD,Xăng,0.8,75.0
chevrolet,2017,TP HCM,60.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,260.0
chevrolet,2018,Hà Nội,50.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Dầu,2.5,645.0
chevrolet,2017,Cần Thơ,72.0,Lắp ráp trong nước,Sedan,Số tự động,Vàng,Đen,5,4,FWD,Xăng,1.8,345.0
chevrolet,2012,Hà Nội,120.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Kem,2,5,FWD,Xăng,1.0,125.0
chevrolet,2010,Lâm Đồng,140.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nhiều màu,5,4,FWD,Xăng,1.8,190.0
chevrolet,2011,Hà Nội,26.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Đen,5,5,FWD,Xăng,0.8,80.0
chevrolet,2017,TP HCM,99.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.8,356.0
chevrolet,2015,Tiền Giang,85.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,252.0
chevrolet,2017,Lâm Đồng,1300.0,Nhập khẩu,Bán tải / Pickup,Số tay,Đỏ,Đen,5,4,4WD,Dầu,2.5,350.0
chevrolet,2017,Hà Nội,102.222,Nhập khẩu,Bán tải / Pickup,Số tay,Đỏ,Đen,5,4,RFD,Dầu,2.5,328.0
chevrolet,2015,Cần Thơ,72.5,Lắp ráp trong nước,Hatchback,Số tự động,Vàng,Nhiều màu,5,5,FWD,Xăng,1.0,195.0
chevrolet,2018,Bình Dương,10.5,Lắp ráp trong nước,Sedan,Số tay,Đen,Kem,5,4,FWD,Xăng,1.4,215.0
chevrolet,2010,An Giang,125.0,Lắp ráp trong nước,Crossover,Số tay,Trắng,Ghi,7,5,FWD,Xăng,2.0,155.0
chevrolet,2008,Hà Nội,90.0,Lắp ráp trong nước,Crossover,Số tự động,Vàng,Ghi,7,5,FWD,Xăng,2.0,150.0
chevrolet,2017,TP HCM,120.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,260.0
chevrolet,2016,Lâm Đồng,85.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,5,FWD,Xăng,1.5,195.0
chevrolet,2015,Khánh Hòa,132.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.5,150.0
chevrolet,2018,Hà Nội,82.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Cam,5,4,4WD,Dầu,2.8,448.0
chevrolet,2018,Tuyên Quang,48.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Đen,2,5,FWD,Xăng,1.2,148.0
chevrolet,2016,An Giang,105.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Nhiều màu,2,5,FWD,Xăng,1.2,120.0
chevrolet,2016,Hà Nội,120.0,Nhập khẩu,Bán tải / Pickup,Số tay,Nâu,Nhiều màu,5,4,4WD,Dầu,2.5,338.0
chevrolet,2018,Lâm Đồng,71.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Nâu,Xám,5,4,4WD,Dầu,2.8,440.0
chevrolet,2008,Hà Nội,120.0,Lắp ráp trong nước,SUV,Số tay,Vàng,Kem,7,5,FWD,Xăng,2.4,150.0
chevrolet,2010,Tiền Giang,120.0,Lắp ráp trong nước,Sedan,Số tay,Vàng,Nhiều màu,5,4,FWD,Xăng,1.6,175.0
chevrolet,2015,Hà Nội,105.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.4,350.0
chevrolet,2012,Đồng Nai,147.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Kem,5,4,FWD,Xăng,1.5,150.0
chevrolet,2008,Đồng Nai,143.0,Lắp ráp trong nước,SUV,Số tay,Ghi,Ghi,7,5,FWD,Xăng,2.4,167.0
chevrolet,2010,Bắc Ninh,223.0,Lắp ráp trong nước,Hatchback,Số tay,Vàng,Ghi,5,5,FWD,Xăng,0.8,85.0
chevrolet,2011,Phú Thọ,200.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Ghi,2,5,FWD,Xăng,0.8,59.0
chevrolet,2017,Hà Nội,60.0,Lắp ráp trong nước,Van/Minivan,Số tay,Xanh,Đen,2,5,FWD,Xăng,1.2,136.0
chevrolet,2019,Hà Nội,11.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Ghi,5,4,4WD,Dầu,2.5,475.0
chevrolet,2016,Hải Phòng,95.0,Nhập khẩu,Van/Minivan,Số tự động,Ghi,Nhiều màu,2,5,FWD,Xăng,1.0,225.0
chevrolet,2008,Ninh Thuận,199.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Ghi,7,5,FWD,Xăng,2.4,160.0
chevrolet,2018,Hà Nội,60.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Bạc,5,4,4WD,Dầu,2.5,455.0
chevrolet,2014,Đăk Lăk,54.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Xám,5,4,FWD,Xăng,1.6,248.0
chevrolet,2015,Hòa Bình,100.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Ghi,2,5,FWD,Xăng,0.8,94.0
chevrolet,2015,Bình Dương,90.0,Lắp ráp trong nước,Van/Minivan,Số tay,Đỏ,Ghi,2,5,FWD,Xăng,0.8,90.0
chevrolet,2018,Hà Nội,60.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Dầu,2.5,650.0
chevrolet,2017,Hà Nội,49.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.8,325.0
chevrolet,2012,Lâm Đồng,115.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Ghi,5,4,FWD,Xăng,1.8,220.0
chevrolet,2017,Bà Rịa Vũng Tàu,179.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Ghi,5,4,4WD,Dầu,2.8,410.0
chevrolet,2009,Tiền Giang,46.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7,5,FWD,Xăng,2.4,245.0
chevrolet,2015,Cần Thơ,98.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Nhiều màu,2,5,FWD,Xăng,0.8,110.0
chevrolet,2013,Bình Dương,65.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Nhiều màu,5,5,FWD,Xăng,1.0,180.0
chevrolet,2018,Hà Nội,70.0,Lắp ráp trong nước,Van/Minivan,Số tay,Xanh,Nâu,2,5,FWD,Xăng,1.2,129.0
chevrolet,2017,Gia Lai,83.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.8,305.0
chevrolet,2018,TP HCM,135.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,RFD,Dầu,2.5,510.0
chevrolet,2018,Bà Rịa Vũng Tàu,59.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.4,480.0
chevrolet,2016,Hà Nội,102.02,Lắp ráp trong nước,Van/Minivan,Số tay,Đỏ,Nhiều màu,2,5,FWD,Xăng,1.2,112.0
chevrolet,2008,TP HCM,60.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Vàng,7,5,FWD,Xăng,2.4,225.0
chevrolet,2017,Hà Nội,50.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đỏ,5,4,FWD,Xăng,1.8,320.0
chevrolet,2015,Lâm Đồng,750.0,Lắp ráp trong nước,Van/Minivan,Số tay,Xanh,Kem,2,5,FWD,Xăng,0.8,115.0
chevrolet,2018,Thái Nguyên,100.0,Lắp ráp trong nước,Van/Minivan,Số tay,Xanh,Đen,2,5,FWD,Xăng,1.2,140.0
chevrolet,2017,Đà Nẵng,40.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,260.0
chevrolet,2016,Đăk Lăk,88.0,Lắp ráp trong nước,Hatchback,Số tay,Đỏ,Đỏ,5,5,FWD,Xăng,1.0,165.0
chevrolet,2013,Tiền Giang,125.0,Lắp ráp trong nước,Van/Minivan,Số tay,Đỏ,Nhiều màu,2,5,FWD,Xăng,0.8,88.0
chevrolet,2009,Hà Nội,250.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Nhiều màu,5,5,FWD,Xăng,0.8,58.0
chevrolet,2017,TP HCM,0.1,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.8,320.0
chevrolet,2019,Hà Nội,80.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Đỏ,5,4,4WD,Dầu,2.5,475.0
chevrolet,2018,Bến Tre,90.0,Nhập khẩu,SUV,Số tay,Xanh,Xám,7,5,RFD,Dầu,2.5,419.0
chevrolet,2009,Gia Lai,126.0,Lắp ráp trong nước,SUV,Số tay,Đen,Kem,7,5,FWD,Xăng,2.4,195.0
chevrolet,2011,Bình Phước,100.0,Lắp ráp trong nước,Sedan,Số tự động,Vàng,Nhiều màu,5,4,FWD,Xăng,1.8,225.0
chevrolet,2017,Đà Nẵng,40.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,260.0
chevrolet,2018,TP HCM,85.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Nâu,5,4,RFD,Dầu,2.5,415.0
chevrolet,2015,Đồng Tháp,63.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,1.8,310.0
chevrolet,2018,Hà Tĩnh,66.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Ghi,5,4,RFD,Dầu,2.5,399.0
chevrolet,2017,An Giang,105.0,Nhập khẩu,Bán tải / Pickup,Số tay,Trắng,Đen,5,4,RFD,Dầu,2.5,320.0
chevrolet,2015,Hà Tĩnh,103.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Đen,2,5,FWD,Xăng,0.8,75.0
chevrolet,2016,Đăk Lăk,78.0,Lắp ráp trong nước,Van/Minivan,Số tay,Đỏ,Đen,2,5,FWD,Xăng,1.2,120.0
chevrolet,2007,Bình Dương,145.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Kem,7,5,FWD,Xăng,2.4,165.0
chevrolet,2014,Đăk Nông,100.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Ghi,5,4,FWD,Xăng,1.8,250.0
chevrolet,2016,Hà Nội,130.0,Lắp ráp trong nước,Sedan,Số tay,Đỏ,Đen,5,4,FWD,Xăng,1.6,255.0
chevrolet,2017,TP HCM,86.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,290.0
chevrolet,2014,Thanh Hóa,60.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,245.0
chevrolet,2008,Hà Nội,125.18,Lắp ráp trong nước,Crossover,Số tay,Cát,Ghi,7,5,FWD,Xăng,2.0,115.0
chevrolet,2013,Bắc Ninh,60.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Nhiều màu,5,4,FWD,Xăng,1.6,190.0
chevrolet,2018,Quảng Ninh,100.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Ghi,5,4,4WD,Dầu,2.5,480.0
chevrolet,2018,Hà Nội,68.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.5,539.0
daewoo,2008,Phú Thọ,123.456,Lắp ráp trong nước,Sedan,Số tay,Bạc,Nhiều màu,5,4,FWD,Xăng,1.5,120.0
daewoo,2007,Thái Nguyên,120.0,Nhập khẩu,SUV,Số tự động,Bạc,Ghi,7,5,FWD,Dầu,2.0,258.0
daewoo,2010,Bình Dương,68.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.6,198.0
daewoo,2011,Kon Tum,132.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.6,168.0
daewoo,2010,Hà Nội,100.0,Nhập khẩu,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.6,190.0
daewoo,2010,Hà Nội,28.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.6,175.0
daewoo,2009,Hà Nội,180.0,Nhập khẩu,Hatchback,Số tự động,Bạc,Nhiều màu,5,5,FWD,Xăng,1.0,155.0
daewoo,2009,Hà Nội,85.0,Nhập khẩu,Hatchback,Số tự động,Nâu,Kem,5,5,FWD,Xăng,1.0,155.0
daewoo,2006,TP HCM,129.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.5,99.0
daewoo,2010,Hà Nội,80.0,Nhập khẩu,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.6,195.0
daewoo,2011,Phú Thọ,70.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Bạc,5,4,FWD,Xăng,1.6,156.0
daewoo,2011,Hà Nội,120.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.6,125.0
daewoo,2010,Hà Nội,10.0,Nhập khẩu,Hatchback,Số tự động,Bạc,Nhiều màu,5,5,FWD,Xăng,1.2,175.0
daewoo,2005,TP HCM,93.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.5,96.0
daewoo,2011,Hà Nội,79.952,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,1.6,188.0
daewoo,2004,Bình Dương,150.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,4,FWD,Xăng,1.6,89.0
daewoo,2008,Hải Phòng,96.868,Nhập khẩu,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.6,205.0
daewoo,2006,Đăk Lăk,150.0,Nhập khẩu,Van/Minivan,Số tay,Bạc,Đen,2,5,FWD,Xăng,0.8,70.0
daewoo,2004,Bình Dương,160.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Ghi,5,5,FWD,Xăng,0.8,55.0
daewoo,2010,Hà Nội,128.0,Nhập khẩu,Sedan,Số tự động,Bạc,Ghi,5,4,FWD,Xăng,1.6,168.0
daewoo,2007,Thanh Hóa,98.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,FWD,Dầu,2.0,260.0
daewoo,2009,Phú Thọ,145.678,Lắp ráp trong nước,Sedan,Số tay,Bạc,Xám,5,4,FWD,Xăng,1.6,135.0
daewoo,2010,Hà Nội,75.0,Nhập khẩu,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.6,189.0
daewoo,2009,Hà Nội,150.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Ghi,5,5,FWD,Xăng,1.0,159.0
daewoo,2009,TP HCM,150.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Xám,5,4,FWD,Xăng,1.6,115.0
daewoo,2009,Hà Nội,190.0,Nhập khẩu,Van/Minivan,Số tay,Trắng,Ghi,2,5,FWD,Xăng,0.8,59.0
daewoo,2011,Hà Nội,120.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.6,175.0
daewoo,2009,Gia Lai,90.0,Nhập khẩu,Sedan,Số tự động,Bạc,Bạc,5,4,FWD,Xăng,1.6,175.0
daewoo,2008,Điện Biên,150.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Kem,5,4,FWD,Xăng,1.5,95.0
daewoo,2009,Quảng Bình,0.16,Nhập khẩu,Sedan,Số tay,Bạc,Nhiều màu,5,4,FWD,Xăng,1.6,150.0
daewoo,2009,Bà Rịa Vũng Tàu,125.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Nhiều màu,5,5,FWD,Xăng,1.0,130.0
daewoo,2009,Hà Nội,0.202,Lắp ráp trong nước,Sedan,Số tay,Đen,Màu khác,5,4,FWD,Xăng,1.5,119.0
daewoo,2001,Hà Nội,400.0,Lắp ráp trong nước,Sedan,Số tay,Xanh,Ghi,5,4,FWD,Xăng,1.5,41.0
daewoo,2009,Thái Nguyên,150.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Đen,5,4,FWD,Xăng,1.6,98.0
daewoo,2004,Bà Rịa Vũng Tàu,22.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.5,98.0
daewoo,2008,Ninh Bình,71.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Ghi,5,5,FWD,Xăng,0.8,34.0
daewoo,2007,Thái Bình,200.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Cát,5,4,FWD,Xăng,2.5,99.0
daewoo,2001,Phú Thọ,400000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Ghi,5,4,FWD,Xăng,1.5,28.0
daewoo,2003,Phú Thọ,4000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Nâu,5,4,FWD,Xăng,2.0,29.0
daewoo,2011,Hà Nội,60.0,Nhập khẩu,Sedan,Số tay,Ghi,Nhiều màu,5,4,FWD,Xăng,1.6,235.0
daewoo,2001,Quảng Ninh,150.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Ghi,5,4,FWD,Xăng,1.5,27.0
daewoo,2008,TP HCM,9.999,Lắp ráp trong nước,Sedan,Số tay,Đen,Kem,5,4,FWD,Xăng,1.6,280.0
daewoo,2011,Gia Lai,0.105,Lắp ráp trong nước,Sedan,Số tay,Bạc,Ghi,5,4,FWD,Xăng,1.6,125.0
daewoo,2004,Hà Nội,100.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Ghi,5,4,FWD,Xăng,1.5,79.0
daewoo,2008,Thái Nguyên,200.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Nhiều màu,5,4,FWD,Xăng,1.5,89.0
daewoo,2010,Lai Châu,80.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Ghi,5,5,FWD,Xăng,1.0,168.0
daewoo,2009,Hưng Yên,110.0,Nhập khẩu,Sedan,Số tự động,Xám,Nhiều màu,5,4,FWD,Xăng,1.6,175.0
daewoo,2009,Hà Nội,220.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Xám,5,4,FWD,Xăng,1.6,86.0
daewoo,2011,Hà Nội,14.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,4,FWD,Xăng,1.5,110.0
daewoo,2005,Hà Nam,16.999,Lắp ráp trong nước,Sedan,Số tay,Đen,Đen,5,4,FWD,Xăng,1.6,69.0
daewoo,2009,Hà Nội,75.0,Nhập khẩu,Sedan,Số tự động,Đen,Nhiều màu,5,4,FWD,Xăng,1.6,185.0
daewoo,2010,Đăk Lăk,70.0,Nhập khẩu,Sedan,Số tay,Bạc,Ghi,5,4,FWD,Xăng,1.6,170.0
daewoo,2009,Phú Thọ,140.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Ghi,5,4,FWD,Xăng,1.6,95.0
daewoo,2010,Hải Phòng,150.0,Nhập khẩu,Sedan,Số tay,Bạc,Nhiều màu,5,4,FWD,Xăng,1.6,155.0
daewoo,2009,TP HCM,125.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Đen,5,4,FWD,Xăng,1.6,118.0
daewoo,2004,Cần Thơ,26.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Kem,5,5,FWD,Xăng,0.8,55.0
daewoo,2010,Hà Nội,123.456,Lắp ráp trong nước,Sedan,Số tay,Trắng,Ghi,5,4,FWD,Xăng,1.6,104.0
daewoo,2010,Hà Nội,150.0,Nhập khẩu,Sedan,Số tay,Xám,Nhiều màu,5,4,FWD,Xăng,1.6,162.0
daewoo,2011,Quảng Ninh,60.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Nhiều màu,2,5,FWD,Xăng,1.0,130.0
daewoo,2001,Gia Lai,250.0,Nhập khẩu,Sedan,Số tay,Xanh,Đen,5,4,FWD,Xăng,1.6,39.0
daewoo,2010,Hải Dương,160.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Vàng,5,4,FWD,Xăng,1.6,115.0
daewoo,2005,Đà Nẵng,120.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Ghi,5,5,FWD,Xăng,0.8,40.0
daewoo,2010,Gia Lai,0.123,Nhập khẩu,Sedan,Số tự động,Ghi,Ghi,5,4,FWD,Xăng,1.6,179.0
daewoo,2011,Hà Nội,90.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Kem,5,4,FWD,Xăng,1.6,155.0
daewoo,2008,Hải Dương,150.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Nhiều màu,5,5,FWD,Xăng,0.8,40.0
daewoo,2010,Hà Nội,0.022,Lắp ráp trong nước,Sedan,Số tay,Bạc,Kem,5,4,FWD,Xăng,1.5,120.0
daewoo,2011,Đà Nẵng,160.0,Lắp ráp trong nước,Sedan,Số tay,Vàng,Ghi,5,4,FWD,Xăng,1.6,155.0
daewoo,2007,Hà Nội,200.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Vàng,5,4,FWD,Xăng,2.5,88.0
daewoo,2006,Hà Nội,286.576,Lắp ráp trong nước,Hatchback,Số tay,Xanh,Ghi,5,5,FWD,Xăng,0.8,36.0
daewoo,2010,Hà Nội,10.0,Nhập khẩu,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.6,185.0
daewoo,2006,Hà Nội,4.624,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Ghi,5,5,FWD,Xăng,0.8,32.0
daewoo,2005,Thái Bình,20.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Ghi,5,4,FWD,Xăng,2.5,73.0
daewoo,2004,TP HCM,160.0,Nhập khẩu,Hatchback,Số tay,Xanh,Nhiều màu,5,5,FWD,Xăng,0.8,59.0
daewoo,2010,Ninh Bình,70.0,Nhập khẩu,Sedan,Số tay,Đen,Đen,5,4,FWD,Xăng,1.6,185.0
daewoo,2005,Bắc Giang,1148.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Nhiều màu,5,5,FWD,Xăng,0.8,95.0
daewoo,2009,Hà Nội,0.009,Nhập khẩu,Sedan,Số tay,Bạc,Đen,5,4,FWD,Xăng,1.6,160.0
daewoo,2008,Hà Nội,30.0,Nhập khẩu,Hatchback,Số tay,Vàng,Nhiều màu,5,5,FWD,Xăng,0.8,60.0
daewoo,2004,Thừa Thiên Huế,70.0,Lắp ráp trong nước,Sedan,Số tay,Xanh,Nhiều màu,5,4,FWD,Xăng,1.5,55.0
daewoo,2009,Quảng Ninh,122.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.6,168.0
daewoo,2009,Nghệ An,120.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Kem,5,4,FWD,Xăng,1.5,102.0
daewoo,2009,Hà Nam,16.8,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.6,99.0
daewoo,2009,Ninh Bình,0.015,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.6,98.0
daewoo,2009,Hà Nội,110.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Vàng,5,4,FWD,Xăng,1.5,95.0
daewoo,2010,Khánh Hòa,130.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,186.0
daewoo,2009,Tuyên Quang,100.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.6,130.0
daewoo,2005,Hà Nội,233.947,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Trắng,2,5,FWD,Xăng,0.8,70.0
daewoo,2002,Cần Thơ,100.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Ghi,5,4,FWD,Xăng,1.6,42.0
daewoo,2009,Khánh Hòa,208.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Kem,5,4,FWD,Xăng,1.5,118.0
daewoo,2008,Kon Tum,212.123,Lắp ráp trong nước,Hatchback,Số tay,Xanh,Nhiều màu,5,5,FWD,Xăng,0.8,55.0
daewoo,2010,Nam Định,140.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Nhiều màu,5,4,FWD,Xăng,1.6,120.0
daewoo,2003,Hà Nội,123.456,Nhập khẩu,Hatchback,Số tự động,Nâu,Nhiều màu,5,5,FWD,Xăng,0.8,80.0
daewoo,2010,Hải Dương,60.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.6,180.0
daewoo,2008,Hậu Giang,120.0,Lắp ráp trong nước,Hatchback,Số tay,Bạc,Bạc,5,5,FWD,Xăng,0.8,63.0
daewoo,2009,Hà Tĩnh,1.5,Nhập khẩu,Sedan,Số tự động,Bạc,Nhiều màu,5,4,FWD,Xăng,1.6,185.0
daewoo,2006,Đồng Nai,125.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Xanh,5,5,FWD,Xăng,0.8,120.0
daewoo,2010,Phú Thọ,20.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.6,180.0
daewoo,2007,Bến Tre,134.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Nhiều màu,5,5,FWD,Xăng,0.8,60.0
