Tên hãng xe,Năm sản xuất,Tỉnh,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
Isuzu,2023,TP HCM,0.0,Nhập khẩu,Bán tải / Pickup,Số tay,Bạc,Đen,5,4,RFD,Dầu,1.9,610.0
Isuzu,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đồng,7,5,RFD,Dầu,1.9,1080.0
Isuzu,2023,TP HCM,0.0,Nhập khẩu,Bán tải / Pickup,Số tay,Bạc,Đen,5,4,4WD,Dầu,1.9,630.0
Isuzu,2023,TP HCM,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xám,Nâu,5,4,4WD,Dầu,1.9,840.0
Isuzu,2022,TP HCM,28000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,RFD,Dầu,1.9,630.0
Isuzu,2017,Tiền Giang,84000.0,Nhập khẩu,SUV,Số tay,Bạc,Nhiều màu,7,5,RFD,Dầu,2.5,495.0
Isuzu,2005,Đồng Nai,200000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Đen,8,5,RFD,Dầu,2.5,150.0
Isuzu,2016,TP HCM,87000.0,Nhập khẩu,SUV,Số tay,Trắng,Nâu,7,5,RFD,Dầu,2.5,485.0
Isuzu,2004,Hà Tĩnh,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nhiều màu,8,5,RFD,Dầu,2.5,135.0
Isuzu,2007,Trà Vinh,393520.0,Lắp ráp trong nước,SUV,Số tay,Đen,Kem,8,5,RFD,Dầu,2.5,180.0
Isuzu,2015,Hà Nội,12000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Ghi,5,4,4WD,Dầu,2.5,384.0
Isuzu,2008,Hà Nội,256876.0,Lắp ráp trong nước,SUV,Số tay,Ghi,Ghi,8,5,RFD,Dầu,2.5,178.0
Isuzu,2006,TP HCM,100000.0,Lắp ráp trong nước,SUV,Số tay,Đen,Đen,8,5,RFD,Dầu,2.5,120.0
Isuzu,2004,Quảng Ninh,15000.0,Lắp ráp trong nước,SUV,Số tay,Vàng,Nhiều màu,8,5,RFD,Dầu,2.5,88.0
Isuzu,2022,Hà Nội,27800.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Nâu,5,4,4WD,Dầu,1.9,666.0
Isuzu,2006,Hà Nội,15720.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,8,5,RFD,Dầu,2.5,148.0
Isuzu,2016,Hà Nội,150000.0,Nhập khẩu,SUV,Số tự động,Nâu,Nâu,7,5,RFD,Dầu,3.0,530.0
Isuzu,2018,Hà Nội,70000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,RFD,Dầu,3.0,585.0
Isuzu,2021,TP HCM,22000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Bạc,Đen,5,4,RFD,Dầu,1.9,565.0
Isuzu,2018,TP HCM,78000000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,1.9,465.0
Isuzu,2008,Bắc Ninh,220000.0,Lắp ráp trong nước,SUV,Số tay,Đen,Đen,8,5,RFD,Dầu,2.5,205.0
Isuzu,2007,Đồng Nai,65970.0,Lắp ráp trong nước,SUV,Số tay,Nâu,Ghi,8,5,RFD,Dầu,2.5,195.0
Isuzu,2016,Sơn La,185000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Đen,Đen,5,4,4WD,Dầu,2.5,380.0
Isuzu,2021,Quảng Trị,24000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,1.9,570.0
Isuzu,2004,Cần Thơ,174000.0,Lắp ráp trong nước,SUV,Số tay,Đen,Đen,8,5,RFD,Dầu,2.5,210.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Xanh,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,3766.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Nhiều màu,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2021,TP HCM,40000.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,4WD,Xăng,2.0,2600.0
Jeep,2020,TP HCM,16772.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Xăng,3.6,2680.0
Jeep,2022,TP HCM,20000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,3200.0
Jeep,2020,TP HCM,20000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,2200.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2022,Hà Nội,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,4WD,Xăng,2.0,3800.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Nhiều màu,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Nhiều màu,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đỏ,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,4WD,Xăng,2.0,3886.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Bạc,5,4,4WD,Xăng,3.6,4248.0
Jeep,2021,TP HCM,58500.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,2700.0
Jeep,2022,Hà Nội,4800.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,3040.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,3766.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Xăng,3.6,4288.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2020,Hà Nội,33000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2680.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đỏ,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2022,Hà Nội,4800.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,3450.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,3886.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Nhiều màu,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2021,TP HCM,30000.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,2600.0
Jeep,2021,TP HCM,35000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,5,5,4WD,Xăng,2.0,2750.0
Jeep,2020,TP HCM,40000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,2599.0
Jeep,2020,Hà Nội,30000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2379.0
Jeep,2020,Hà Nội,30000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2590.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,3886.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2021,TP HCM,5022.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,2880.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,4WD,Xăng,3.6,4248.0
Jeep,2020,Hà Nội,30000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2599.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,3868.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Ghi,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2022,TP HCM,12000.0,Nhập khẩu,SUV,Số tự động,Hồng,Đen,5,5,4WD,Xăng,2.0,2833.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Xám,Nâu,6,5,AWD,Dầu,3.6,6888.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đỏ,5,5,4WD,Xăng,2.0,4088.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,3868.0
Jeep,2021,TP HCM,40000.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,4WD,Xăng,2.0,2600.0
Jeep,2021,TP HCM,45000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2600.0
Jeep,2020,TP HCM,30000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,2200.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Trắng,5,5,4WD,Xăng,2.0,3788.0
Jeep,2020,Hà Nội,33000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2550.0
Jeep,1989,Đồng Nai,200000.0,Nhập khẩu,SUV,Số tay,Đen,Cát,2,2,4WD,Xăng,1.6,160.0
Jeep,2020,TP HCM,40000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,2599.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,4WD,Xăng,3.6,4288.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,3886.0
Jeep,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2022,Hà Nội,4800.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,3750.0
Jeep,2024,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,4088.0
Jeep,2021,TP HCM,10000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,2800.0
Jeep,2021,TP HCM,57000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,2600.0
Jeep,2023,TP HCM,3979.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,3000.0
Jeep,2021,TP HCM,30000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,5,5,4WD,Xăng,2.0,2750.0
Jeep,2021,Bà Rịa Vũng Tàu,31000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Kem,5,5,4WD,Xăng,2.0,2490.0
Jeep,2022,TP HCM,20000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,4WD,Xăng,2.0,3100.0
Jeep,2023,TP HCM,3979.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,4WD,Xăng,2.0,3500.0
Jeep,2023,TP HCM,3000.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,3500.0
Kia,2022,Hà Nội,20000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1350.0
Kia,2013,Hà Nội,110000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.6,295.0
Kia,2022,Long An,36000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1305.0
Kia,2019,Hưng Yên,62000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,490.0
Kia,2012,Bình Dương,59000.0,Nhập khẩu,Van/Minivan,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.0,480.0
Kia,2022,Hà Nội,12000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,498.0
Kia,2019,Hà Nội,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.6,499.0
Kia,2020,Hà Nội,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.0,540.0
Kia,2018,Hà Nội,66000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Dầu,2.2,740.0
Kia,2024,Hà Nội,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,524.0
Kia,2016,Phú Thọ,86000.0,Lắp ráp trong nước,Hatchback,Số tự động,Vàng,Nâu,5,5,FWD,Xăng,1.25,268.0
Kia,2018,Bình Dương,62000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,FWD,Dầu,2.2,650.0
Kia,2021,Bình Dương,34000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.4,629.0
Kia,2021,Hà Nội,38900.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,8,5,FWD,Dầu,2.2,1070.0
Kia,2014,Hà Giang,62000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Đen,7,5,FWD,Xăng,2.4,455.0
Kia,2021,Hà Nội,30000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,AWD,Dầu,2.2,1025.0
Kia,2011,Vĩnh Phúc,90000.0,Nhập khẩu,Crossover,Số tự động,Nâu,Ghi,5,5,AWD,Xăng,2.0,360.0
Kia,2023,Hà Nội,18000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Kem,5,5,FWD,Xăng,1.5,589.0
Kia,2022,Hà Nội,23000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.0,660.0
Kia,2019,Đà Nẵng,39000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Ghi,5,4,FWD,Xăng,1.4,295.0
Kia,2022,Hà Nội,18000.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Cam,5,5,AWD,Xăng,1.6,980.0
Kia,2021,Hà Nội,6000.0,Lắp ráp trong nước,Hatchback,Số tự động,Cam,Nhiều màu,5,5,FWD,Xăng,1.25,375.0
Kia,2023,Hải Phòng,13000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.6,620.0
Kia,2019,Hà Nội,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,499.0
Kia,2021,Gia Lai,40000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Nhiều màu,5,5,FWD,Xăng,1.25,365.0
Kia,2021,Hà Nội,35000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,8,5,FWD,Dầu,2.2,1050.0
Kia,2022,Đà Nẵng,12000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.6,595.0
Kia,2022,Hải Phòng,37000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.6,655.0
Kia,2022,Hưng Yên,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đỏ,5,4,FWD,Xăng,2.5,810.0
Kia,2022,Hà Nội,32000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Đen,7,5,FWD,Xăng,3.5,1420.0
Kia,2022,Hà Nội,16000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,510.0
Kia,2018,Hà Nội,82000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.0,445.0
Kia,2017,TP HCM,820000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Vàng,7,5,FWD,Dầu,2.2,735.0
Kia,2022,Hà Nội,33000.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Kem,5,5,FWD,Xăng,1.6,652.0
Kia,2018,Bình Dương,18000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Kem,5,5,FWD,Xăng,1.25,299.0
Kia,2024,Hà Nội,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,564.0
Kia,2015,Nam Định,120000.0,Lắp ráp trong nước,Hatchback,Số tay,Cát,Ghi,5,5,FWD,Xăng,1.25,185.0
Kia,2022,Hà Nội,18000.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Ghi,5,5,FWD,Xăng,1.25,285.0
Kia,2013,Hà Nội,90000.0,Lắp ráp trong nước,Sedan,Số tay,Đỏ,Đen,5,4,FWD,Xăng,1.6,258.0
Kia,2021,Hà Nội,40000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Nâu,7,5,FWD,Dầu,2.2,1280.0
Kia,2013,Bà Rịa Vũng Tàu,90000.0,Lắp ráp trong nước,Crossover,Số tay,Xám,Đen,7,5,FWD,Xăng,2.0,265.0
Kia,2021,Hà Nội,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Kem,5,4,FWD,Xăng,1.6,529.0
Kia,2022,Hà Nội,27000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.6,585.0
Kia,2022,Hà Nội,32000.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Kem,5,5,FWD,Xăng,1.6,660.0
Kia,2022,Hải Phòng,8000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.6,595.0
Kia,2018,Hà Nội,60000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7,5,FWD,Dầu,2.2,665.0
Kia,2015,Hà Nội,110000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,7,5,FWD,Xăng,2.4,470.0
Kia,2018,TP HCM,80000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Kem,7,5,FWD,Xăng,2.4,568.0
Kia,2022,Hà Nội,4000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Ghi,5,4,FWD,Xăng,1.4,425.0
Kia,2020,TP HCM,60000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,6,5,AWD,Dầu,2.2,919.0
Kia,2019,TP HCM,49000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,7,5,FWD,Dầu,2.2,816.0
Kia,2018,Hà Nội,50000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Kem,5,5,FWD,Xăng,1.25,295.0
Kia,2017,Hà Nội,70000.0,Lắp ráp trong nước,Hatchback,Số tay,Nâu,Ghi,5,5,FWD,Xăng,1.25,215.0
Kia,2021,TP HCM,56000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,8,5,FWD,Dầu,2.2,1080.0
Kia,2018,Hà Nội,86000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Dầu,2.2,775.0
Kia,2016,Hà Nội,90000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đỏ,5,4,FWD,Xăng,2.4,520.0
Kia,2016,Hà Nội,110000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,FWD,Xăng,2.4,515.0
Kia,2019,Hà Nội,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.0,488.0
Kia,2014,Hải Phòng,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,358.0
Kia,2010,Hải Phòng,90000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.6,243.0
Kia,2020,TP HCM,63000.0,Lắp ráp trong nước,Crossover,Số tự động,Vàng,Kem,5,5,FWD,Xăng,1.6,590.0
Kia,2019,TP HCM,70000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.0,430.0
Kia,2022,Hà Nội,31000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Kem,8,5,FWD,Dầu,2.2,1099.0
Kia,2022,Hà Nội,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đỏ,5,4,FWD,Xăng,2.5,845.0
Kia,2015,Quảng Ninh,10000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,2.0,370.0
Kia,2020,TP HCM,24000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,2.0,535.0
Kia,2019,Hà Nội,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.6,495.0
Kia,2020,Hà Nội,42000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.25,335.0
Kia,2018,Hà Nội,91000.0,Lắp ráp trong nước,SUV,Số tự động,Cát,Kem,7,5,FWD,Dầu,2.2,650.0
Kia,2018,Bình Dương,43000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,FWD,Xăng,2.4,575.0
Kia,2022,Đăk Lăk,14000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Đen,5,5,FWD,Xăng,1.5,537.0
Kia,2020,Hà Nội,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.6,510.0
Kia,2022,Hà Nội,40000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Nâu,7,5,FWD,Dầu,2.2,1389.0
Kia,2021,Hà Nội,38000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,555.0
Kia,2022,TP HCM,31000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1235.0
Kia,2022,Thanh Hóa,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,1.6,535.0
Kia,2016,Hà Nội,91000.0,Nhập khẩu,Van/Minivan,Số tự động,Ghi,Đen,2,5,FWD,Xăng,1.0,216.0
Kia,2017,Bình Dương,79000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.0,428.0
Kia,2022,Hà Nội,40000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Nâu,Nâu,7,5,FWD,Dầu,2.2,1330.0
Kia,2014,Hải Dương,6000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Đen,2,5,FWD,Xăng,1.0,165.0
Kia,2024,TP HCM,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,584.0
Kia,2016,Hải Phòng,87000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,7,5,FWD,Xăng,2.0,379.0
Kia,2024,Hà Nội,0.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nhiều màu,5,4,FWD,Xăng,1.6,599.0
Kia,2021,Hà Nội,21000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,525.0
Kia,2023,Bình Dương,15000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1438.0
Kia,2016,Hà Nội,90000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đỏ,5,4,FWD,Xăng,2.4,520.0
Kia,2017,Hà Nội,68000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Kem,7,5,FWD,Dầu,2.2,725.0
Kia,2010,Hà Nội,90000.0,Nhập khẩu,Crossover,Số tự động,Bạc,Đen,5,5,FWD,Xăng,2.0,370.0
Kia,2022,Hà Nội,20000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.25,399.0
Kia,2022,Hà Nội,18000.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Ghi,5,5,FWD,Xăng,1.25,281.0
Kia,2017,TP HCM,90000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Dầu,2.2,690.0
